project_id,sector,state,original_cost,revised_cost,planned_duration_months,project_age_months,physical_progress,financial_progress,milestones_total,milestones_delayed,land_acquisition_pending,clearance_pending,funding_issue,contractor_issue,previous_schedule_deviation,is_delayed
PAI-02470,Urban Transit,Gujarat,468.5,511.8,81,42,53.0,48.9,20,1,1,1,0,0,2.6,1
PAI-02471,Power,Madhya Pradesh,886.2,890.9,45,40,98.3,100.0,12,0,0,0,0,0,-2.7,0
PAI-02472,Railways,Karnataka,172.5,184.6,79,76,100.0,100.0,18,1,0,1,0,0,6.3,0
PAI-02473,Power,Andhra Pradesh,485.5,510.6,39,84,86.0,100.0,12,1,0,0,0,0,9.2,1
PAI-02474,Water & Sanitation,Madhya Pradesh,145.3,147.9,59,18,31.4,30.7,17,1,0,0,0,0,-7.5,0
PAI-02475,Power,Uttar Pradesh,267.3,293.6,46,77,100.0,95.4,11,2,0,0,0,1,9.9,0
PAI-02476,Roads,Bihar,105.7,110.7,30,81,99.6,96.5,8,1,1,0,0,0,4.8,0
PAI-02477,Roads,Telangana,301.7,310.6,48,69,86.5,100.0,10,0,0,0,0,0,3.0,0
PAI-02478,Roads,Rajasthan,100.5,109.7,29,35,93.4,90.4,9,0,1,1,0,0,7.7,1
PAI-02479,Roads,Telangana,360.5,365.2,52,51,100.0,100.0,12,3,0,0,0,0,3.4,0
PAI-02480,Railways,Rajasthan,111.2,114.4,37,11,37.8,42.7,8,0,1,0,0,0,5.9,1
PAI-02481,Roads,Jharkhand,363.2,376.5,44,72,89.5,85.4,12,0,0,0,0,0,3.2,0
PAI-02482,Railways,Tamil Nadu,113.0,130.3,23,50,100.0,98.7,5,0,1,0,0,1,-0.4,0
PAI-02483,Railways,Madhya Pradesh,137.4,167.3,21,80,100.0,88.3,7,2,1,0,1,1,7.2,1
PAI-02484,Power,Bihar,305.5,305.6,21,12,54.8,45.5,5,1,0,0,0,0,7.5,0
PAI-02485,Power,Rajasthan,351.0,359.8,21,44,100.0,87.8,5,1,0,0,0,0,1.5,0
PAI-02486,Roads,Jharkhand,224.6,224.6,42,77,99.1,88.7,10,0,0,0,0,0,0.0,0
PAI-02487,Power,Madhya Pradesh,644.1,658.0,12,25,91.2,88.4,4,1,0,0,0,0,-2.3,0
PAI-02488,Power,West Bengal,189.6,198.0,43,52,100.0,94.8,9,1,0,1,0,0,2.5,0
PAI-02489,Power,Uttar Pradesh,109.9,113.0,62,50,83.1,78.2,13,1,0,1,0,0,-1.8,0
PAI-02490,Urban Transit,Odisha,316.5,336.0,22,55,95.9,97.2,9,0,0,0,0,0,14.2,0
PAI-02491,Roads,West Bengal,808.4,896.7,32,50,90.4,96.0,6,3,1,0,0,0,3.4,1
PAI-02492,Water & Sanitation,Odisha,1455.7,1501.6,37,12,31.0,21.6,9,0,0,0,0,1,-2.4,1
PAI-02493,Ports,Telangana,148.2,163.3,55,75,100.0,100.0,17,0,1,0,1,1,-1.1,1
PAI-02494,Power,Tamil Nadu,25.0,27.1,57,57,100.0,93.2,13,1,1,0,0,0,5.7,0
PAI-02495,Railways,Tamil Nadu,507.9,520.7,34,9,16.3,2.9,9,0,0,0,0,0,-6.1,0
PAI-02496,Water & Sanitation,Maharashtra,281.4,286.3,33,27,81.8,99.3,9,2,0,0,0,0,-4.4,1
PAI-02497,Urban Transit,Uttar Pradesh,110.6,113.7,39,43,96.2,88.1,12,1,0,0,0,0,-3.1,0
PAI-02498,Urban Transit,Jharkhand,490.8,493.7,33,20,62.4,67.3,6,0,0,1,0,0,1.4,0
PAI-02499,Airports,Tamil Nadu,156.8,170.7,38,54,100.0,100.0,11,1,1,0,0,0,4.2,0
PAI-02500,Water & Sanitation,Tamil Nadu,202.9,217.3,46,47,100.0,97.7,9,2,1,0,0,0,6.1,0
PAI-02501,Urban Transit,West Bengal,479.7,513.4,15,59,93.6,87.5,4,0,1,0,0,0,4.2,1
PAI-02502,Urban Transit,Maharashtra,138.2,142.5,39,32,77.1,78.6,10,1,0,0,0,0,-7.7,0
PAI-02503,Water & Sanitation,Tamil Nadu,1206.2,1252.9,63,73,100.0,100.0,16,2,0,0,0,1,8.1,0
PAI-02504,Industrial Corridors,Madhya Pradesh,157.5,161.2,34,46,100.0,100.0,9,0,0,1,0,0,-1.2,0
PAI-02505,Roads,Gujarat,153.7,176.2,36,81,100.0,98.1,6,1,1,0,0,1,6.5,1
PAI-02506,Power,Kerala,1106.0,1129.1,36,60,88.7,83.4,8,1,0,0,0,0,2.3,1
PAI-02507,Urban Transit,Uttar Pradesh,143.3,148.9,50,67,93.4,75.6,11,0,0,0,0,0,-5.1,1
PAI-02508,Power,Uttar Pradesh,129.3,132.2,70,18,17.2,20.8,14,1,0,0,0,0,-2.3,0
PAI-02509,Power,Madhya Pradesh,471.6,476.8,41,11,17.7,15.1,12,2,0,0,0,0,7.6,0
PAI-02510,Roads,Tamil Nadu,311.2,313.1,48,47,98.0,86.2,13,0,0,1,0,0,-7.6,0
PAI-02511,Roads,Haryana,347.5,366.2,24,12,38.3,26.1,7,2,0,0,1,0,-4.2,0
PAI-02512,Railways,Maharashtra,203.3,213.4,62,60,93.0,85.2,14,1,1,0,0,0,10.8,0
PAI-02513,Airports,Haryana,199.4,227.6,45,74,100.0,95.3,15,2,1,0,0,0,8.1,1
PAI-02514,Urban Transit,Bihar,525.2,538.6,52,13,29.6,21.4,14,0,0,0,0,0,2.8,0
PAI-02515,Water & Sanitation,Gujarat,517.1,532.8,44,60,100.0,93.6,13,1,0,0,0,0,3.9,0
PAI-02516,Industrial Corridors,Gujarat,188.8,197.5,52,67,90.0,85.3,14,0,1,0,0,0,3.1,0
PAI-02517,Roads,Andhra Pradesh,193.9,212.2,60,61,99.9,100.0,14,2,1,1,0,0,1.1,1
PAI-02518,Urban Transit,Rajasthan,845.2,878.4,25,57,100.0,100.0,4,0,0,1,0,0,4.8,0
PAI-02519,Power,West Bengal,457.4,470.7,54,76,100.0,100.0,15,1,0,0,0,0,-1.1,1
PAI-02520,Railways,Karnataka,3317.7,3437.9,51,34,63.7,64.9,14,0,0,1,0,0,-1.0,0
PAI-02521,Airports,Telangana,215.1,221.9,24,7,36.8,31.7,5,1,0,0,0,0,2.0,0
PAI-02522,Urban Transit,Maharashtra,179.0,182.0,36,69,100.0,100.0,9,1,0,0,0,0,4.2,0
PAI-02523,Power,West Bengal,60.6,65.9,53,74,82.2,88.9,10,2,0,0,0,1,7.7,1
PAI-02524,Roads,Uttar Pradesh,81.5,83.0,62,53,91.0,90.2,18,1,0,1,0,0,2.9,0
PAI-02525,Industrial Corridors,Maharashtra,160.4,168.4,48,70,98.1,89.0,11,0,1,0,0,0,5.9,1
PAI-02526,Urban Transit,Odisha,1763.5,1782.0,38,30,81.8,90.6,9,0,0,0,0,0,0.6,0
PAI-02527,Roads,Uttar Pradesh,168.2,169.5,61,26,26.9,42.5,13,2,0,0,0,0,-2.5,0
PAI-02528,Ports,Maharashtra,200.3,208.0,21,32,88.6,90.2,5,1,0,1,0,0,2.1,0
PAI-02529,Roads,Telangana,165.3,178.0,12,45,100.0,99.2,4,2,1,0,0,0,7.5,1
PAI-02530,Urban Transit,West Bengal,175.4,196.5,15,67,100.0,83.0,5,0,0,1,1,0,-6.4,1
PAI-02531,Industrial Corridors,Haryana,833.0,865.1,34,6,25.9,23.4,7,1,0,0,0,0,3.0,0
PAI-02532,Roads,Tamil Nadu,53.1,54.2,22,19,88.6,77.9,6,0,0,0,0,0,1.6,0
PAI-02533,Railways,Andhra Pradesh,193.9,206.8,64,45,82.8,87.6,14,1,0,1,1,0,0.9,0
PAI-02534,Urban Transit,Haryana,804.6,826.3,42,65,100.0,96.1,11,2,0,0,0,0,1.8,0
PAI-02535,Water & Sanitation,Odisha,154.7,156.4,45,74,90.4,100.0,12,0,0,0,0,0,2.9,0
PAI-02536,Power,Rajasthan,207.5,212.1,37,84,100.0,92.8,6,1,0,0,0,0,2.3,1
PAI-02537,Railways,Telangana,1379.9,1379.9,74,6,12.6,7.2,21,2,0,0,0,0,-0.7,0
PAI-02538,Airports,Tamil Nadu,182.5,188.1,47,50,99.1,100.0,13,0,1,0,0,0,-4.0,0
PAI-02539,Water & Sanitation,Madhya Pradesh,122.1,122.7,27,29,78.5,86.9,7,0,0,0,0,0,-2.5,0
PAI-02540,Railways,Tamil Nadu,180.5,185.3,58,80,90.0,88.7,18,0,1,0,0,0,1.1,0
PAI-02541,Roads,Telangana,89.9,103.4,37,65,100.0,100.0,8,2,1,0,1,1,2.0,1
PAI-02542,Urban Transit,Uttar Pradesh,98.4,109.5,60,39,55.0,49.8,16,0,1,0,1,0,-1.8,0
PAI-02543,Power,Andhra Pradesh,101.3,104.4,12,44,96.9,100.0,4,0,0,0,0,0,2.6,0
PAI-02544,Roads,Haryana,326.2,334.2,61,37,57.2,50.0,12,0,0,1,0,0,-2.4,0
PAI-02545,Industrial Corridors,Haryana,124.5,134.5,22,66,100.0,92.4,4,0,1,1,0,0,3.0,1
PAI-02546,Railways,Rajasthan,192.0,216.1,53,84,100.0,100.0,12,3,0,0,0,1,8.3,1
PAI-02547,Railways,Odisha,322.1,331.3,51,23,46.8,49.5,12,2,0,1,0,0,-3.9,0
PAI-02548,Water & Sanitation,Karnataka,317.5,333.4,67,42,64.9,54.8,16,1,0,0,0,1,8.2,1
PAI-02549,Industrial Corridors,West Bengal,592.6,599.3,26,42,86.1,88.8,4,0,0,0,0,0,4.8,0
PAI-02550,Railways,Bihar,320.3,327.1,12,17,99.5,92.3,5,0,0,0,0,0,-10.8,1
PAI-02551,Urban Transit,Odisha,1270.0,1353.7,28,73,100.0,96.9,4,2,0,0,0,1,4.7,1
PAI-02552,Power,Maharashtra,93.7,101.0,18,8,52.9,52.7,4,2,1,0,0,0,1.0,1
PAI-02553,Industrial Corridors,Gujarat,414.0,434.4,33,28,89.1,85.5,5,0,0,0,0,0,-1.4,0
PAI-02554,Water & Sanitation,Madhya Pradesh,76.6,79.2,40,53,86.9,93.2,9,0,0,0,0,0,-1.9,0
PAI-02555,Water & Sanitation,Telangana,345.4,348.7,55,69,88.7,100.0,17,3,0,0,0,0,7.6,1
PAI-02556,Water & Sanitation,Telangana,141.3,144.8,75,83,94.7,78.4,18,1,0,0,0,0,7.7,1
PAI-02557,Railways,Bihar,113.9,130.1,23,37,100.0,100.0,5,2,1,1,0,1,2.9,0
PAI-02558,Power,Karnataka,287.0,297.4,60,22,37.3,39.9,18,0,0,0,0,0,7.5,0
PAI-02559,Water & Sanitation,Madhya Pradesh,274.3,287.0,67,18,28.7,40.4,17,2,0,0,0,0,7.4,0
PAI-02560,Ports,Gujarat,112.6,127.2,61,16,8.0,11.6,16,1,1,0,0,1,6.4,1
PAI-02561,Urban Transit,Odisha,467.2,473.2,34,75,100.0,100.0,4,1,0,0,0,0,-1.2,0
PAI-02562,Urban Transit,Maharashtra,300.6,337.6,64,58,95.8,100.0,19,3,1,0,0,0,13.4,0
PAI-02563,Railways,Telangana,515.8,533.7,20,26,87.6,80.6,7,1,0,0,0,0,7.6,0
PAI-02564,Water & Sanitation,Gujarat,998.0,1129.8,26,61,98.9,100.0,8,2,0,0,0,1,16.9,1
PAI-02565,Roads,Gujarat,151.8,164.2,46,28,69.7,64.8,6,2,1,0,0,0,8.1,1
PAI-02566,Industrial Corridors,Bihar,314.7,361.4,23,80,95.6,100.0,8,0,1,1,1,0,-0.1,1
PAI-02567,Power,Uttar Pradesh,232.0,234.1,40,42,100.0,98.7,9,0,1,0,0,0,4.0,0
PAI-02568,Power,Tamil Nadu,118.5,119.1,35,63,94.2,87.3,7,0,0,0,0,0,-3.1,0
PAI-02569,Roads,Bihar,358.9,367.2,50,39,58.1,46.1,10,1,0,0,0,0,1.5,1
PAI-02570,Water & Sanitation,Bihar,216.7,221.0,40,46,94.0,93.6,12,0,0,0,0,0,-6.5,0
PAI-02571,Urban Transit,Madhya Pradesh,102.6,104.9,28,75,100.0,93.3,7,0,0,0,0,0,-2.4,0
PAI-02572,Industrial Corridors,Kerala,529.1,564.0,69,77,100.0,92.7,18,0,0,1,1,0,4.1,1
PAI-02573,Ports,Haryana,544.6,607.3,71,12,1.2,0.0,14,4,0,0,0,1,12.3,1
PAI-02574,Roads,Odisha,377.6,387.4,37,26,64.8,80.1,9,0,0,0,0,0,7.3,0
PAI-02575,Urban Transit,Bihar,339.3,344.4,12,51,100.0,87.7,4,0,0,0,0,0,-4.4,1
PAI-02576,Railways,Gujarat,664.6,704.0,17,7,23.3,20.7,5,0,1,0,0,0,-6.9,1
PAI-02577,Industrial Corridors,Telangana,238.3,248.5,43,15,43.7,50.5,10,0,0,1,0,1,4.4,0
PAI-02578,Ports,Jharkhand,329.0,335.6,36,84,100.0,100.0,7,0,0,0,0,0,1.0,0
PAI-02579,Industrial Corridors,West Bengal,92.3,99.7,52,18,52.3,47.8,17,3,0,0,0,0,10.7,1
PAI-02580,Railways,Kerala,514.7,521.1,20,12,57.7,61.9,4,0,0,1,0,0,-9.7,0
PAI-02581,Roads,Haryana,113.1,126.6,12,79,95.8,96.6,4,0,1,1,0,0,2.8,1
PAI-02582,Airports,Uttar Pradesh,274.0,280.1,79,82,92.7,99.0,19,1,0,1,0,0,2.4,1
PAI-02583,Railways,Maharashtra,178.6,184.5,62,69,97.7,100.0,11,2,0,0,0,0,2.0,0
PAI-02584,Water & Sanitation,Madhya Pradesh,101.9,106.6,23,52,70.0,79.0,6,0,1,0,0,0,-5.4,1
PAI-02585,Power,West Bengal,61.7,65.8,35,63,93.2,94.9,13,1,0,0,0,1,10.7,1
PAI-02586,Power,Telangana,49.5,51.9,60,22,16.5,17.5,15,0,0,0,0,0,3.0,0
PAI-02587,Roads,Rajasthan,76.1,79.6,31,78,100.0,85.4,9,0,0,0,0,0,-2.8,0
PAI-02588,Roads,Kerala,79.0,81.0,26,75,92.1,86.2,5,0,0,1,0,0,0.1,1
PAI-02589,Ports,West Bengal,99.1,113.8,38,45,96.9,87.0,9,2,0,1,0,0,11.7,1
PAI-02590,Railways,Bihar,2110.8,2339.7,53,67,88.7,71.4,11,1,1,0,0,0,-0.4,1
PAI-02591,Urban Transit,Andhra Pradesh,92.1,100.4,65,76,95.6,100.0,18,0,1,0,0,0,2.0,1
PAI-02592,Roads,Maharashtra,316.0,327.8,57,67,87.2,90.4,13,0,0,1,0,0,1.2,0
PAI-02593,Railways,Kerala,417.5,428.1,54,46,79.0,71.7,13,2,0,0,0,0,-0.7,0
PAI-02594,Roads,Karnataka,231.5,241.4,33,30,97.1,100.0,11,1,0,0,0,0,6.9,0
PAI-02595,Urban Transit,Andhra Pradesh,423.5,428.7,41,16,31.4,30.4,9,0,0,0,0,0,-0.1,0
PAI-02596,Power,Telangana,149.4,158.8,37,38,90.3,79.4,10,1,0,0,0,1,7.6,1
PAI-02597,Water & Sanitation,Maharashtra,89.4,90.3,43,6,9.2,0.0,11,2,0,0,0,0,4.8,0
PAI-02598,Ports,Gujarat,539.8,547.5,72,80,84.5,91.0,18,2,0,0,0,0,5.0,0
PAI-02599,Roads,Bihar,231.8,251.2,42,9,6.7,2.8,11,1,1,0,0,0,0.2,1
PAI-02600,Railways,Maharashtra,414.0,426.1,35,33,91.8,100.0,10,0,0,0,0,0,-5.5,0
PAI-02601,Airports,Odisha,761.8,781.2,12,12,96.8,100.0,4,2,0,0,0,0,4.9,0
PAI-02602,Roads,Rajasthan,251.9,265.1,58,6,7.4,0.7,15,2,0,0,1,0,3.1,1
PAI-02603,Water & Sanitation,Madhya Pradesh,320.5,360.5,40,7,29.4,32.6,11,4,0,0,0,0,13.2,0
PAI-02604,Ports,Uttar Pradesh,301.0,342.6,48,79,98.3,96.4,11,1,1,1,0,0,8.7,1
PAI-02605,Ports,Kerala,273.8,286.7,33,52,95.6,94.5,7,0,0,0,0,1,-2.8,0
PAI-02606,Railways,Telangana,73.4,83.6,42,54,87.9,85.7,10,3,0,0,0,1,10.2,0
PAI-02607,Urban Transit,Telangana,768.6,789.9,75,63,88.5,99.6,21,1,1,0,0,0,0.4,0
PAI-02608,Urban Transit,Kerala,462.6,481.5,53,60,100.0,93.4,15,0,0,0,0,0,2.9,0
PAI-02609,Industrial Corridors,Andhra Pradesh,178.1,178.6,12,8,66.6,75.0,4,3,0,0,0,0,8.9,1
PAI-02610,Railways,Andhra Pradesh,211.5,234.3,27,77,90.9,100.0,12,0,1,1,0,0,2.9,1
PAI-02611,Industrial Corridors,West Bengal,436.0,453.4,48,66,91.6,97.2,11,1,0,1,0,0,3.5,0
PAI-02612,Industrial Corridors,Telangana,1085.2,1128.4,68,71,100.0,96.1,17,1,0,1,0,0,7.2,0
PAI-02613,Power,Madhya Pradesh,235.9,247.6,40,42,94.1,94.5,10,2,0,1,0,0,7.4,0
PAI-02614,Water & Sanitation,Maharashtra,204.3,218.6,24,9,43.4,53.8,4,1,0,0,1,0,-3.9,1
PAI-02615,Power,West Bengal,148.7,161.1,22,14,65.2,53.3,4,0,1,0,0,0,-2.6,1
PAI-02616,Roads,Bihar,141.5,148.2,24,72,96.0,88.4,9,0,1,0,0,0,-6.8,0
PAI-02617,Railways,Karnataka,653.8,703.7,47,75,92.4,79.6,11,1,0,0,0,1,1.3,1
PAI-02618,Urban Transit,West Bengal,268.2,272.5,61,83,80.3,86.7,17,1,0,0,0,0,1.2,0
PAI-02619,Airports,Odisha,893.7,944.1,32,19,48.3,45.1,8,2,0,0,0,0,8.9,0
PAI-02620,Power,Gujarat,204.0,208.3,66,6,8.6,2.6,18,1,0,0,0,0,-1.7,0
PAI-02621,Railways,Rajasthan,229.6,235.2,50,75,93.1,78.5,13,2,0,0,0,0,0.4,0
PAI-02622,Roads,Haryana,471.3,490.4,37,79,96.0,91.6,9,1,0,0,0,0,-1.9,0
PAI-02623,Industrial Corridors,Bihar,666.4,698.0,33,82,97.6,91.1,12,0,1,0,0,0,-7.4,0
PAI-02624,Industrial Corridors,Uttar Pradesh,70.8,72.0,28,40,100.0,100.0,8,1,0,0,0,0,-2.4,0
PAI-02625,Water & Sanitation,Madhya Pradesh,60.8,63.1,39,82,100.0,93.9,11,0,1,0,0,0,0.2,0
PAI-02626,Railways,Gujarat,161.4,175.3,21,79,100.0,100.0,4,1,1,0,0,0,-2.4,0
PAI-02627,Railways,Rajasthan,215.2,234.9,57,11,35.0,25.8,11,2,0,0,0,1,6.0,1
PAI-02628,Water & Sanitation,Uttar Pradesh,466.7,481.8,65,63,89.1,100.0,16,0,0,0,0,0,-4.2,0
PAI-02629,Airports,Uttar Pradesh,44.0,46.8,34,8,26.8,12.7,9,1,0,0,0,0,4.0,0
PAI-02630,Power,Tamil Nadu,415.3,428.4,39,10,11.1,0.1,15,1,0,0,0,0,3.0,0
PAI-02631,Industrial Corridors,West Bengal,166.8,172.7,12,82,96.5,94.6,4,0,0,1,0,0,3.3,1
PAI-02632,Airports,West Bengal,1133.5,1257.6,38,71,95.2,99.5,10,2,0,1,0,1,8.3,0
PAI-02633,Industrial Corridors,Uttar Pradesh,460.6,512.7,36,62,90.4,78.9,12,3,1,0,0,0,9.1,1
PAI-02634,Urban Transit,West Bengal,133.0,146.0,48,14,35.6,37.0,10,3,1,0,0,0,3.0,1
PAI-02635,Water & Sanitation,West Bengal,132.2,135.6,73,58,86.9,83.9,19,2,0,0,0,0,7.2,1
PAI-02636,Railways,Rajasthan,141.8,142.3,50,48,92.9,91.7,17,0,0,1,0,0,0.7,1
PAI-02637,Ports,Uttar Pradesh,51.3,52.1,45,15,21.3,27.9,11,0,0,0,0,0,7.5,0
PAI-02638,Water & Sanitation,Bihar,173.3,180.9,35,44,100.0,100.0,13,0,1,0,0,0,-4.8,0
PAI-02639,Roads,West Bengal,304.6,331.0,45,28,72.1,80.6,10,2,1,0,0,0,4.9,1
PAI-02640,Water & Sanitation,Tamil Nadu,40.5,42.6,46,76,100.0,90.4,13,2,0,0,0,0,11.8,0
PAI-02641,Railways,Maharashtra,641.7,653.1,45,60,76.8,68.4,12,0,0,0,0,0,5.0,0
PAI-02642,Urban Transit,Karnataka,189.9,201.6,59,57,100.0,100.0,17,2,0,1,0,0,10.2,1
PAI-02643,Ports,Kerala,1263.0,1313.1,43,38,81.3,81.6,12,1,1,0,0,0,-1.8,0
PAI-02644,Ports,Madhya Pradesh,252.6,278.5,30,56,87.7,86.7,6,1,0,1,1,0,6.6,1
PAI-02645,Roads,Jharkhand,572.5,579.4,46,27,67.5,63.9,12,1,0,0,0,0,3.2,1
PAI-02646,Roads,Kerala,371.9,385.7,24,21,71.3,67.3,6,0,1,0,0,0,-0.6,0
PAI-02647,Urban Transit,Andhra Pradesh,1047.1,1079.6,38,26,74.1,70.8,7,1,0,0,0,0,1.8,0
PAI-02648,Urban Transit,Tamil Nadu,229.2,253.2,17,80,91.7,96.2,4,1,0,0,0,1,4.2,1
PAI-02649,Railways,Haryana,402.1,429.2,42,32,86.1,100.0,7,1,1,1,0,0,0.3,0
PAI-02650,Water & Sanitation,Haryana,206.7,207.4,51,45,85.5,86.9,12,1,0,0,0,0,7.6,0
PAI-02651,Power,Jharkhand,569.3,610.7,26,48,100.0,94.9,4,1,0,1,0,0,4.8,0
PAI-02652,Railways,Jharkhand,111.7,114.7,33,57,100.0,96.9,13,1,0,0,0,0,1.3,0
PAI-02653,Water & Sanitation,Tamil Nadu,121.5,140.0,31,73,100.0,100.0,6,3,0,1,1,0,0.0,1
PAI-02654,Industrial Corridors,Odisha,95.4,98.0,27,76,89.6,97.6,8,0,0,0,0,0,-0.9,0
PAI-02655,Roads,Karnataka,274.2,304.5,36,79,100.0,100.0,7,1,1,0,1,0,2.0,1
PAI-02656,Industrial Corridors,Uttar Pradesh,139.1,142.6,57,42,86.1,97.6,12,0,1,0,0,0,0.7,0
PAI-02657,Urban Transit,Haryana,392.1,415.9,38,48,96.1,100.0,10,2,0,0,0,0,10.7,1
PAI-02658,Power,Uttar Pradesh,421.3,433.6,48,59,100.0,100.0,9,0,0,0,0,0,-2.7,0
PAI-02659,Industrial Corridors,Tamil Nadu,576.9,601.6,37,25,69.2,63.0,12,3,0,0,0,0,-2.0,0
PAI-02660,Urban Transit,Maharashtra,192.3,196.4,44,13,16.3,28.9,8,0,0,0,0,0,-3.1,0
PAI-02661,Power,Jharkhand,382.3,390.6,61,52,100.0,100.0,18,0,0,0,0,0,2.7,0
PAI-02662,Roads,Jharkhand,238.0,270.8,39,39,87.9,91.7,12,1,1,0,1,1,-2.5,0
PAI-02663,Ports,Andhra Pradesh,588.3,607.5,38,59,78.4,86.5,10,1,0,0,0,0,6.7,0
PAI-02664,Roads,Haryana,87.3,89.8,33,20,60.3,54.4,5,1,0,0,0,0,13.4,0
PAI-02665,Urban Transit,Bihar,314.4,341.2,47,60,92.1,92.1,12,1,1,0,0,0,-3.1,1
PAI-02666,Roads,Karnataka,241.8,246.7,43,31,71.9,76.1,9,0,0,0,0,0,1.3,0
PAI-02667,Urban Transit,Kerala,194.0,196.2,16,83,86.6,77.5,7,0,0,0,0,0,0.3,0
PAI-02668,Ports,Telangana,83.5,89.3,58,10,16.6,17.0,15,1,0,0,1,0,10.3,0
PAI-02669,Roads,Gujarat,194.3,203.4,20,13,76.0,88.7,5,0,1,0,0,1,-8.8,0
PAI-02670,Ports,Karnataka,1024.1,1100.6,23,69,100.0,100.0,5,0,1,0,0,1,-0.8,0
PAI-02671,Industrial Corridors,Odisha,1036.4,1045.6,24,31,98.3,99.7,7,1,0,0,0,0,2.6,0
PAI-02672,Railways,Andhra Pradesh,105.3,124.0,53,74,94.7,98.4,11,1,1,1,0,1,9.6,1
PAI-02673,Railways,Gujarat,1245.8,1245.8,41,66,100.0,100.0,7,0,0,0,0,0,1.6,0
PAI-02674,Urban Transit,Uttar Pradesh,190.6,203.6,43,45,100.0,100.0,11,0,0,1,1,0,0.6,0
PAI-02675,Railways,Karnataka,865.3,869.9,20,16,84.1,75.5,6,1,0,0,0,0,6.1,1
PAI-02676,Railways,Andhra Pradesh,816.1,858.8,73,37,56.0,64.3,18,0,1,0,0,0,1.1,1
PAI-02677,Railways,Haryana,301.9,307.7,17,58,93.1,100.0,4,0,0,1,0,0,2.3,0
PAI-02678,Water & Sanitation,Uttar Pradesh,301.1,312.0,43,30,81.2,70.0,8,2,0,0,0,0,12.3,0
PAI-02679,Power,Kerala,586.2,626.4,12,33,100.0,83.9,4,1,0,0,1,0,-6.5,1
PAI-02680,Power,Andhra Pradesh,200.0,214.9,30,56,100.0,94.6,10,0,0,0,1,0,-1.7,0
PAI-02681,Power,Jharkhand,185.5,211.4,27,54,80.6,62.5,7,0,0,0,1,1,0.3,1
PAI-02682,Airports,Gujarat,224.6,230.9,66,34,48.4,43.7,18,1,0,0,0,0,-0.7,0
PAI-02683,Railways,Haryana,799.1,840.5,54,66,100.0,92.0,15,1,0,0,0,0,-1.8,1
PAI-02684,Urban Transit,Telangana,410.4,424.9,53,50,100.0,100.0,19,0,0,0,0,0,5.9,0
PAI-02685,Roads,Uttar Pradesh,202.7,224.2,58,81,91.8,95.2,16,0,1,1,0,0,0.7,0
PAI-02686,Ports,Kerala,112.4,116.6,47,42,94.8,100.0,11,2,0,0,0,0,4.8,1
PAI-02687,Roads,Haryana,547.7,599.9,55,70,97.5,97.6,14,1,0,1,0,0,6.4,1
PAI-02688,Water & Sanitation,Uttar Pradesh,473.2,493.6,43,77,97.7,100.0,11,1,0,0,0,0,-0.4,1
PAI-02689,Roads,Kerala,289.6,324.6,78,31,41.6,50.6,21,1,1,0,0,1,-6.2,1
PAI-02690,Ports,Gujarat,246.2,257.3,53,67,100.0,92.8,12,3,0,0,0,0,0.2,1
PAI-02691,Railways,Haryana,102.6,109.3,45,57,90.0,96.5,15,1,1,0,0,0,2.4,1
PAI-02692,Urban Transit,Haryana,116.3,127.9,40,81,100.0,88.3,7,1,0,0,0,0,6.8,1
PAI-02693,Industrial Corridors,Gujarat,107.6,110.7,13,57,95.9,97.0,4,2,0,0,0,0,2.2,0
PAI-02694,Roads,Maharashtra,547.3,547.3,39,20,48.7,50.9,11,1,0,0,0,0,-3.2,0
PAI-02695,Roads,Haryana,168.9,175.1,49,26,42.5,43.9,13,2,0,0,0,1,9.0,0
PAI-02696,Urban Transit,West Bengal,177.5,185.5,62,22,42.1,28.3,13,0,0,0,0,1,-8.2,0
PAI-02697,Airports,Karnataka,210.3,222.4,37,31,100.0,100.0,7,1,0,0,0,1,-1.0,0
PAI-02698,Urban Transit,Telangana,83.3,89.0,60,57,100.0,100.0,13,1,0,1,0,0,5.7,0
PAI-02699,Industrial Corridors,Andhra Pradesh,572.2,581.9,43,26,56.7,71.6,13,1,0,0,0,0,-2.3,0
PAI-02700,Urban Transit,Kerala,242.9,246.0,46,83,97.3,92.5,11,0,0,0,0,0,7.1,0
PAI-02701,Water & Sanitation,Maharashtra,308.0,346.3,45,30,68.8,83.9,13,3,1,0,0,0,11.4,1
PAI-02702,Urban Transit,Rajasthan,30.1,31.3,44,66,87.7,89.6,11,1,0,0,0,0,1.6,1
PAI-02703,Roads,West Bengal,551.7,594.6,36,42,100.0,100.0,8,1,1,0,0,0,5.2,1
PAI-02704,Ports,Andhra Pradesh,934.1,967.8,64,9,18.3,7.9,15,0,1,0,0,0,-4.1,0
PAI-02705,Roads,Odisha,59.5,61.5,62,56,89.8,88.9,15,0,1,0,0,0,-1.1,0
PAI-02706,Power,Bihar,531.1,542.5,61,49,84.9,86.5,14,1,0,0,0,0,0.0,0
PAI-02707,Urban Transit,Andhra Pradesh,89.9,93.8,69,21,37.0,45.4,15,1,0,0,0,0,-0.8,1
PAI-02708,Power,Rajasthan,1586.5,1738.9,40,10,37.1,32.1,11,3,0,0,0,1,7.9,1
PAI-02709,Urban Transit,Andhra Pradesh,648.6,719.8,38,51,91.6,88.6,9,3,1,0,0,0,10.8,1
