project_id,sector,state,original_cost,revised_cost,planned_duration_months,project_age_months,physical_progress,financial_progress,milestones_total,milestones_delayed,land_acquisition_pending,clearance_pending,funding_issue,contractor_issue,previous_schedule_deviation,actual_delay_months,actual_outcome,primary_delay_cause
HIST-00388,Roads,Tamil Nadu,150.2,151.0,30,81,93.0,100.0,9,1,0,0,0,0,5.0,0,Delivered within plan,No material delay
HIST-00389,Airports,Bihar,616.2,638.6,49,44,86.5,94.6,13,2,0,0,0,0,5.8,7,7-month delay,Milestone slippage
HIST-00390,Roads,Rajasthan,326.2,361.5,37,35,95.0,97.0,11,1,1,0,0,0,-5.3,5,5-month delay,Land acquisition
HIST-00391,Power,West Bengal,502.6,535.3,42,56,93.1,86.5,11,0,1,1,0,0,10.5,1,1-month delay,Land acquisition
HIST-00392,Industrial Corridors,Uttar Pradesh,87.5,87.7,42,81,100.0,95.6,7,1,0,0,0,0,0.4,1,1-month delay,No material delay
HIST-00393,Roads,Uttar Pradesh,32.8,34.8,48,43,87.0,94.4,11,0,1,0,0,1,-4.0,5,5-month delay,Land acquisition
HIST-00394,Power,Jharkhand,155.3,168.5,27,21,74.4,87.4,9,2,0,0,0,1,4.1,6,6-month delay,Milestone slippage
HIST-00395,Industrial Corridors,Rajasthan,3372.6,3521.6,37,9,24.3,15.6,14,0,1,0,0,1,-4.7,7,7-month delay,Land acquisition
HIST-00396,Water & Sanitation,Telangana,1074.5,1074.5,22,36,92.0,92.8,4,0,0,0,0,0,-0.5,0,Delivered within plan,No material delay
HIST-00397,Ports,Jharkhand,522.5,562.0,40,67,100.0,100.0,13,1,1,0,0,1,0.7,8,8-month delay,Land acquisition
HIST-00398,Industrial Corridors,Kerala,287.5,295.9,46,60,96.9,100.0,10,2,0,0,0,0,3.9,1,1-month delay,Milestone slippage
HIST-00399,Industrial Corridors,Tamil Nadu,295.4,314.5,62,83,87.6,97.1,14,2,0,0,0,0,3.8,0,Delivered within plan,Milestone slippage
HIST-00400,Industrial Corridors,Tamil Nadu,435.2,490.4,27,45,97.7,85.5,8,3,1,0,0,0,5.1,12,12-month delay,Land acquisition
HIST-00401,Railways,Odisha,353.8,366.2,47,37,77.0,80.5,11,1,0,1,0,1,2.5,3,3-month delay,Pending clearance
HIST-00402,Railways,Gujarat,126.3,131.4,63,55,94.9,92.3,15,1,0,0,0,0,-2.5,1,1-month delay,No material delay
HIST-00403,Power,Telangana,137.7,138.4,35,24,73.4,72.9,12,1,0,0,0,0,3.8,4,4-month delay,No material delay
HIST-00404,Water & Sanitation,Haryana,73.2,76.2,31,67,90.8,79.5,5,0,0,0,0,0,-0.5,0,Delivered within plan,No material delay
HIST-00405,Power,Tamil Nadu,52.4,54.8,61,53,79.9,97.8,14,2,0,0,0,0,5.6,1,1-month delay,Milestone slippage
HIST-00406,Urban Transit,Uttar Pradesh,145.2,147.8,60,46,81.5,83.0,11,1,0,0,0,0,2.9,0,Delivered within plan,No material delay
HIST-00407,Water & Sanitation,Tamil Nadu,330.4,343.8,44,79,95.3,100.0,10,0,0,0,0,1,1.9,1,1-month delay,No material delay
HIST-00408,Railways,Uttar Pradesh,125.7,128.2,29,8,27.2,15.2,7,0,0,0,0,0,2.3,1,1-month delay,No material delay
HIST-00409,Ports,Rajasthan,255.4,268.9,17,56,96.1,93.0,6,0,1,1,0,0,-4.2,7,7-month delay,Land acquisition
HIST-00410,Railways,Telangana,50.3,54.8,56,11,21.4,17.5,11,1,0,0,1,1,8.8,2,2-month delay,Funding release
HIST-00411,Urban Transit,Odisha,474.5,494.9,58,78,97.7,79.0,16,1,0,1,0,0,5.5,0,Delivered within plan,Pending clearance
HIST-00412,Water & Sanitation,Rajasthan,110.6,112.6,25,72,98.3,100.0,8,0,1,0,0,0,0.7,0,Delivered within plan,Land acquisition
HIST-00413,Railways,Kerala,651.6,737.9,34,68,95.5,95.8,10,1,1,1,0,1,6.7,9,9-month delay,Land acquisition
HIST-00414,Power,Haryana,96.0,99.1,29,75,94.4,100.0,6,1,0,0,0,0,2.2,1,1-month delay,No material delay
HIST-00415,Railways,Telangana,545.7,582.1,44,69,100.0,91.2,13,1,1,0,0,0,-3.6,7,7-month delay,Land acquisition
HIST-00416,Railways,Telangana,147.0,155.4,49,30,63.3,77.7,15,0,0,0,0,1,1.9,1,1-month delay,No material delay
HIST-00417,Water & Sanitation,Madhya Pradesh,86.0,87.2,27,80,98.1,100.0,9,1,0,0,0,0,-2.6,0,Delivered within plan,No material delay
HIST-00418,Roads,Kerala,305.6,327.1,45,59,100.0,99.8,9,1,1,0,0,1,-4.9,0,Delivered within plan,Land acquisition
HIST-00419,Urban Transit,Telangana,894.2,963.2,50,81,97.1,100.0,13,1,0,0,1,0,5.4,3,3-month delay,Funding release
HIST-00420,Industrial Corridors,Madhya Pradesh,202.6,209.8,62,29,41.5,58.5,17,0,0,0,0,0,7.7,0,Delivered within plan,No material delay
HIST-00421,Railways,Bihar,487.5,548.1,39,78,90.7,100.0,8,0,1,1,0,1,4.7,0,Delivered within plan,Land acquisition
HIST-00422,Airports,Haryana,127.4,133.8,32,69,91.0,98.9,8,1,0,1,0,0,13.3,5,5-month delay,Pending clearance
HIST-00423,Roads,Odisha,132.0,140.9,49,80,89.5,100.0,11,2,0,0,0,0,3.9,4,4-month delay,Milestone slippage
HIST-00424,Power,Maharashtra,480.5,485.9,68,11,9.1,8.8,15,0,1,0,0,0,0.4,0,Delivered within plan,Land acquisition
HIST-00425,Urban Transit,Haryana,68.6,70.7,30,48,98.8,100.0,4,0,0,1,0,0,-2.0,0,Delivered within plan,Pending clearance
HIST-00426,Urban Transit,Jharkhand,311.9,365.1,26,69,96.2,100.0,10,0,1,0,1,0,2.3,6,6-month delay,Land acquisition
HIST-00427,Railways,Karnataka,107.7,123.2,31,64,98.5,78.1,11,3,1,0,0,0,5.6,10,10-month delay,Land acquisition
HIST-00428,Water & Sanitation,Madhya Pradesh,144.0,149.0,71,52,67.6,61.7,18,0,0,0,0,0,-1.5,0,Delivered within plan,No material delay
HIST-00429,Railways,Rajasthan,662.1,750.4,48,37,81.8,84.2,13,2,0,1,0,1,15.3,6,6-month delay,Milestone slippage
HIST-00430,Power,Telangana,308.8,327.6,44,29,65.5,76.3,12,1,1,0,0,0,-1.2,0,Delivered within plan,Land acquisition
HIST-00431,Industrial Corridors,Haryana,520.2,528.7,14,49,98.2,100.0,4,0,1,0,0,0,1.5,6,6-month delay,Land acquisition
HIST-00432,Urban Transit,Uttar Pradesh,154.1,158.9,49,30,61.1,53.6,12,0,0,0,0,0,1.2,1,1-month delay,No material delay
HIST-00433,Roads,Uttar Pradesh,310.0,325.7,22,64,83.8,68.4,8,0,1,0,0,0,-5.4,0,Delivered within plan,Land acquisition
HIST-00434,Industrial Corridors,Madhya Pradesh,426.4,439.6,42,83,100.0,100.0,14,1,0,0,0,0,3.4,0,Delivered within plan,No material delay
HIST-00435,Ports,Rajasthan,160.4,165.2,51,23,44.9,48.1,11,0,1,0,0,0,-1.3,6,6-month delay,Land acquisition
HIST-00436,Industrial Corridors,Rajasthan,220.4,227.0,28,51,93.0,100.0,4,1,0,0,0,0,1.0,0,Delivered within plan,No material delay
HIST-00437,Airports,Kerala,213.3,233.5,16,61,95.7,100.0,4,0,0,0,1,0,5.6,0,Delivered within plan,Funding release
HIST-00438,Urban Transit,Jharkhand,523.2,541.2,12,80,88.2,83.1,4,1,0,0,0,0,2.1,0,Delivered within plan,No material delay
HIST-00439,Urban Transit,Tamil Nadu,214.0,240.2,34,84,87.5,83.3,9,1,0,1,0,1,6.2,4,4-month delay,Pending clearance
HIST-00440,Urban Transit,Kerala,206.7,213.2,44,25,51.0,54.1,10,0,0,0,0,0,-0.4,0,Delivered within plan,No material delay
HIST-00441,Urban Transit,Telangana,406.9,420.5,26,51,99.9,92.6,4,0,0,0,0,0,1.3,0,Delivered within plan,No material delay
HIST-00442,Industrial Corridors,Jharkhand,207.9,221.9,65,53,74.6,81.5,12,1,1,0,0,0,2.1,0,Delivered within plan,Land acquisition
HIST-00443,Roads,Karnataka,202.6,239.6,30,29,100.0,100.0,7,1,1,1,0,1,13.7,6,6-month delay,Land acquisition
HIST-00444,Roads,Telangana,214.7,255.1,47,72,99.0,100.0,14,1,1,1,0,1,2.1,11,11-month delay,Land acquisition
HIST-00445,Urban Transit,Madhya Pradesh,294.1,308.4,59,41,53.5,68.5,11,0,1,0,0,0,7.3,3,3-month delay,Land acquisition
HIST-00446,Roads,Madhya Pradesh,196.8,201.2,44,9,19.7,35.2,12,0,1,0,0,0,-1.2,0,Delivered within plan,Land acquisition
HIST-00447,Airports,Telangana,184.7,193.9,40,12,34.7,44.3,12,1,0,0,0,0,7.3,1,1-month delay,No material delay
HIST-00448,Roads,Andhra Pradesh,47.0,47.7,74,36,64.7,54.2,21,1,0,0,0,0,6.0,0,Delivered within plan,No material delay
HIST-00449,Urban Transit,Gujarat,462.8,494.1,45,62,99.4,100.0,10,2,0,0,0,0,-0.3,4,4-month delay,Milestone slippage
HIST-00450,Power,Tamil Nadu,280.9,289.7,45,61,85.6,74.0,12,2,0,0,0,0,2.3,0,Delivered within plan,Milestone slippage
HIST-00451,Ports,Uttar Pradesh,186.8,196.9,25,43,98.1,100.0,8,1,1,0,0,0,-0.4,5,5-month delay,Land acquisition
HIST-00452,Roads,Madhya Pradesh,169.4,190.1,64,30,33.3,45.5,18,0,1,0,1,0,7.1,2,2-month delay,Land acquisition
HIST-00453,Roads,Gujarat,143.0,144.8,12,9,91.3,90.1,4,0,0,1,0,0,-3.7,1,1-month delay,Pending clearance
HIST-00454,Ports,Odisha,118.6,126.0,40,21,42.2,43.1,10,2,0,0,0,0,9.7,0,Delivered within plan,Milestone slippage
HIST-00455,Power,Tamil Nadu,295.4,319.7,71,42,65.4,65.8,16,2,1,1,0,0,8.9,10,10-month delay,Land acquisition
HIST-00456,Railways,West Bengal,187.1,202.8,22,11,41.8,39.1,6,2,1,0,0,0,-3.7,0,Delivered within plan,Land acquisition
HIST-00457,Industrial Corridors,Tamil Nadu,262.0,273.2,40,58,100.0,85.4,11,0,0,0,1,0,6.8,0,Delivered within plan,Funding release
HIST-00458,Roads,Telangana,227.6,258.5,34,32,90.3,73.5,10,2,1,0,0,0,7.9,11,11-month delay,Land acquisition
HIST-00459,Industrial Corridors,Tamil Nadu,120.5,141.7,69,73,87.2,81.3,18,1,1,1,0,1,6.7,4,4-month delay,Land acquisition
HIST-00460,Water & Sanitation,Maharashtra,345.8,357.8,62,7,9.1,29.8,17,2,0,0,0,0,2.2,0,Delivered within plan,Milestone slippage
HIST-00461,Water & Sanitation,Madhya Pradesh,141.9,145.6,35,30,98.5,90.5,9,1,0,0,0,0,7.7,0,Delivered within plan,No material delay
HIST-00462,Industrial Corridors,Uttar Pradesh,389.3,410.6,40,12,19.0,24.9,10,0,0,0,0,1,-9.1,1,1-month delay,No material delay
HIST-00463,Water & Sanitation,Uttar Pradesh,1258.9,1395.8,35,11,30.4,34.6,11,0,1,0,0,1,6.2,4,4-month delay,Land acquisition
HIST-00464,Industrial Corridors,Jharkhand,70.9,74.1,36,82,100.0,100.0,9,1,0,0,0,0,7.2,3,3-month delay,No material delay
HIST-00465,Water & Sanitation,Telangana,109.0,116.3,32,54,98.9,91.6,11,2,1,0,0,0,1.7,10,10-month delay,Land acquisition
HIST-00466,Railways,Maharashtra,115.6,124.6,43,81,93.0,81.9,14,0,1,1,0,0,4.8,1,1-month delay,Land acquisition
HIST-00467,Industrial Corridors,West Bengal,156.9,167.5,55,29,42.9,36.1,13,1,0,1,0,1,-2.9,0,Delivered within plan,Pending clearance
HIST-00468,Railways,Tamil Nadu,45.9,47.4,46,54,100.0,100.0,11,0,0,0,0,0,2.5,1,1-month delay,No material delay
HIST-00469,Industrial Corridors,Maharashtra,307.7,321.6,37,45,92.3,97.7,9,1,1,0,0,0,5.2,11,11-month delay,Land acquisition
HIST-00470,Urban Transit,Tamil Nadu,826.8,878.8,62,76,84.0,71.1,16,0,1,0,0,0,-1.1,7,7-month delay,Land acquisition
HIST-00471,Roads,Andhra Pradesh,634.0,715.8,22,72,92.5,83.9,4,2,1,0,0,0,10.7,7,7-month delay,Land acquisition
HIST-00472,Power,Telangana,364.9,398.6,58,65,86.0,82.0,16,0,0,0,1,0,6.7,0,Delivered within plan,Funding release
HIST-00473,Urban Transit,Gujarat,295.7,301.3,54,24,50.1,58.4,14,2,0,0,0,0,4.2,0,Delivered within plan,Milestone slippage
HIST-00474,Railways,Andhra Pradesh,478.9,556.4,28,50,97.6,100.0,8,3,1,0,0,0,11.2,11,11-month delay,Land acquisition
HIST-00475,Urban Transit,West Bengal,224.6,230.0,66,15,19.6,26.6,19,2,0,0,0,0,10.2,7,7-month delay,Milestone slippage
HIST-00476,Power,Uttar Pradesh,51.7,55.5,33,50,95.9,100.0,4,3,0,0,0,0,14.7,4,4-month delay,Milestone slippage
HIST-00477,Water & Sanitation,Maharashtra,286.3,305.7,44,41,94.8,100.0,13,0,1,0,0,0,4.8,5,5-month delay,Land acquisition
HIST-00478,Railways,Kerala,57.8,60.8,14,81,90.7,83.7,4,0,1,0,0,0,-3.6,6,6-month delay,Land acquisition
HIST-00479,Railways,Madhya Pradesh,962.8,1057.3,35,27,83.9,69.8,10,2,1,1,0,0,-2.1,11,11-month delay,Land acquisition
HIST-00480,Water & Sanitation,Uttar Pradesh,851.6,885.8,76,40,50.9,56.1,17,0,0,0,0,0,2.4,0,Delivered within plan,No material delay
HIST-00481,Industrial Corridors,Uttar Pradesh,289.0,316.2,53,55,92.5,86.5,11,0,1,0,0,0,13.4,0,Delivered within plan,Land acquisition
HIST-00482,Urban Transit,Odisha,225.0,238.5,21,11,59.0,53.1,6,2,0,1,0,1,-1.5,0,Delivered within plan,Milestone slippage
HIST-00483,Roads,Jharkhand,396.4,405.4,46,15,33.7,30.2,13,0,0,0,0,0,5.4,0,Delivered within plan,No material delay
HIST-00484,Water & Sanitation,Andhra Pradesh,79.0,79.3,56,34,73.0,81.5,16,1,0,0,0,0,-1.5,1,1-month delay,No material delay
HIST-00485,Roads,Andhra Pradesh,291.4,320.5,45,59,95.1,100.0,13,0,1,0,1,0,2.1,6,6-month delay,Land acquisition
HIST-00486,Urban Transit,Gujarat,1032.9,1120.6,28,84,100.0,100.0,11,0,1,0,0,1,8.4,7,7-month delay,Land acquisition
HIST-00487,Water & Sanitation,Madhya Pradesh,103.9,106.9,43,28,64.9,65.1,7,1,0,1,0,0,1.8,0,Delivered within plan,Pending clearance
HIST-00488,Roads,Kerala,111.1,124.1,25,48,100.0,100.0,9,0,1,1,0,1,-9.6,0,Delivered within plan,Land acquisition
HIST-00489,Urban Transit,Uttar Pradesh,529.4,533.4,62,34,60.9,53.7,19,0,0,1,0,0,9.5,2,2-month delay,Pending clearance
HIST-00490,Airports,Tamil Nadu,126.7,132.3,40,54,91.3,88.1,7,1,0,1,0,0,8.1,4,4-month delay,Pending clearance
HIST-00491,Roads,Rajasthan,176.7,189.8,31,79,100.0,97.0,8,0,1,0,1,0,-0.6,6,6-month delay,Land acquisition
HIST-00492,Urban Transit,Jharkhand,160.1,179.5,53,27,47.8,44.6,14,1,1,0,0,1,2.0,7,7-month delay,Land acquisition
HIST-00493,Roads,Kerala,698.0,754.0,58,31,48.5,51.7,18,0,1,0,0,1,-4.7,7,7-month delay,Land acquisition
HIST-00494,Industrial Corridors,Tamil Nadu,346.3,405.0,33,75,89.8,84.4,7,1,1,1,0,0,4.0,7,7-month delay,Land acquisition
HIST-00495,Railways,Andhra Pradesh,142.8,146.9,49,47,93.1,95.6,9,0,1,0,0,0,-1.4,0,Delivered within plan,Land acquisition
HIST-00496,Industrial Corridors,Tamil Nadu,245.1,262.4,23,78,99.6,100.0,6,1,1,0,0,0,7.6,6,6-month delay,Land acquisition
HIST-00497,Ports,Jharkhand,381.2,442.3,64,64,88.1,60.9,16,1,0,1,1,0,8.3,2,2-month delay,Funding release
HIST-00498,Power,West Bengal,227.3,234.8,51,54,99.1,98.6,12,2,0,0,0,0,9.3,5,5-month delay,Milestone slippage
HIST-00499,Power,Bihar,80.0,83.2,21,6,39.9,43.5,7,0,0,0,0,0,-5.1,0,Delivered within plan,No material delay
HIST-00500,Roads,Andhra Pradesh,206.9,221.3,33,80,83.6,88.3,7,0,1,0,1,0,-3.7,1,1-month delay,Land acquisition
HIST-00501,Industrial Corridors,Karnataka,804.2,905.8,65,15,27.4,35.6,17,1,1,1,0,0,7.6,4,4-month delay,Land acquisition
HIST-00502,Railways,Odisha,387.5,407.5,41,40,95.9,91.3,14,0,1,0,0,0,-7.2,1,1-month delay,Land acquisition
HIST-00503,Industrial Corridors,Uttar Pradesh,224.4,232.4,30,74,95.4,93.3,11,1,0,0,0,1,8.9,0,Delivered within plan,No material delay
HIST-00504,Industrial Corridors,Gujarat,644.7,741.0,32,68,95.7,100.0,9,1,1,0,0,1,7.4,9,9-month delay,Land acquisition
HIST-00505,Urban Transit,Haryana,425.8,451.2,47,7,16.0,20.8,10,1,0,0,1,0,5.1,0,Delivered within plan,Funding release
HIST-00506,Urban Transit,Kerala,215.4,219.7,41,13,29.4,22.6,10,0,0,1,0,0,-3.1,3,3-month delay,Pending clearance
HIST-00507,Roads,Telangana,482.5,491.0,30,55,98.1,96.9,11,1,0,0,0,0,-4.4,4,4-month delay,No material delay
HIST-00508,Roads,Jharkhand,176.5,187.3,46,71,100.0,100.0,11,0,1,0,0,0,4.5,6,6-month delay,Land acquisition
HIST-00509,Roads,Haryana,843.6,889.9,39,45,85.1,94.6,13,0,0,1,0,1,-10.1,0,Delivered within plan,Pending clearance
HIST-00510,Urban Transit,Andhra Pradesh,435.9,506.7,44,65,100.0,100.0,9,3,1,1,0,0,8.8,0,Delivered within plan,Land acquisition
HIST-00511,Roads,Uttar Pradesh,72.9,74.3,45,18,45.6,40.3,13,1,0,0,0,0,3.2,0,Delivered within plan,No material delay
HIST-00512,Urban Transit,Maharashtra,675.5,685.1,41,19,54.9,53.1,12,0,0,0,0,0,1.8,0,Delivered within plan,No material delay
HIST-00513,Roads,Bihar,353.0,388.5,61,46,67.6,66.5,15,0,1,1,0,1,0.4,1,1-month delay,Land acquisition
HIST-00514,Roads,Jharkhand,195.7,202.0,67,40,56.5,56.6,16,0,0,0,0,0,5.6,2,2-month delay,No material delay
HIST-00515,Railways,Maharashtra,502.7,512.4,57,11,18.8,7.3,12,2,0,0,0,1,5.8,0,Delivered within plan,Milestone slippage
HIST-00516,Roads,Andhra Pradesh,1098.0,1291.1,87,62,74.4,74.1,22,1,1,0,0,1,12.9,8,8-month delay,Land acquisition
HIST-00517,Industrial Corridors,Uttar Pradesh,180.0,186.6,33,46,100.0,98.6,9,1,0,0,0,0,-10.5,0,Delivered within plan,No material delay
HIST-00518,Railways,Kerala,127.9,148.1,47,31,69.7,66.3,8,2,1,1,0,1,-1.5,7,7-month delay,Land acquisition
HIST-00519,Ports,Maharashtra,190.6,196.8,16,22,83.3,88.7,6,0,0,0,0,0,-7.5,0,Delivered within plan,No material delay
HIST-00520,Railways,Haryana,508.9,551.8,62,59,99.4,100.0,16,2,1,0,0,0,1.9,7,7-month delay,Land acquisition
HIST-00521,Railways,Telangana,536.9,574.7,12,42,91.2,98.3,5,1,1,0,0,1,-6.2,0,Delivered within plan,Land acquisition
HIST-00522,Industrial Corridors,Tamil Nadu,123.0,129.3,33,8,19.1,6.8,5,2,0,0,0,0,5.1,5,5-month delay,Milestone slippage
HIST-00523,Urban Transit,Kerala,88.0,97.5,57,63,87.9,99.5,13,2,0,0,1,0,10.9,4,4-month delay,Milestone slippage
HIST-00524,Water & Sanitation,Gujarat,70.8,79.1,55,73,95.4,100.0,13,2,0,0,1,0,6.9,0,Delivered within plan,Milestone slippage
HIST-00525,Roads,Gujarat,64.9,67.8,56,63,98.7,100.0,15,1,1,0,0,0,-0.8,0,Delivered within plan,Land acquisition
HIST-00526,Roads,Bihar,128.5,130.6,20,25,93.4,88.8,4,0,0,0,0,0,-3.3,1,1-month delay,No material delay
HIST-00527,Airports,Gujarat,118.8,122.0,30,41,92.5,100.0,7,1,0,0,0,0,4.1,1,1-month delay,No material delay
HIST-00528,Industrial Corridors,Maharashtra,74.3,78.1,69,46,61.3,68.0,11,0,0,1,0,0,5.5,1,1-month delay,Pending clearance
HIST-00529,Roads,Odisha,283.9,294.5,29,38,100.0,98.1,6,1,0,0,0,0,0.3,0,Delivered within plan,No material delay
HIST-00530,Power,Rajasthan,98.4,105.3,76,47,53.9,60.6,19,2,0,1,0,0,15.6,2,2-month delay,Milestone slippage
HIST-00531,Urban Transit,Karnataka,158.1,168.4,61,56,100.0,99.9,13,3,0,0,0,0,11.5,1,1-month delay,Milestone slippage
HIST-00532,Urban Transit,West Bengal,283.1,303.4,32,41,100.0,96.3,11,2,0,0,0,0,2.8,5,5-month delay,Milestone slippage
HIST-00533,Power,Jharkhand,1146.2,1155.2,50,7,16.6,11.9,14,0,0,0,0,0,-0.9,0,Delivered within plan,No material delay
HIST-00534,Roads,Haryana,450.3,477.2,57,25,47.9,48.2,15,2,1,0,0,0,1.3,9,9-month delay,Land acquisition
HIST-00535,Airports,Maharashtra,130.5,134.9,46,69,95.1,90.0,12,1,0,0,0,0,-0.2,0,Delivered within plan,No material delay
HIST-00536,Railways,West Bengal,454.9,490.2,28,27,100.0,98.3,9,1,1,1,0,0,5.6,9,9-month delay,Land acquisition
HIST-00537,Power,Haryana,290.0,312.8,56,20,44.7,29.9,18,1,0,0,1,0,-1.4,0,Delivered within plan,Funding release
HIST-00538,Ports,Bihar,41.7,43.5,62,48,76.9,71.4,21,1,0,1,0,0,3.9,0,Delivered within plan,Pending clearance
HIST-00539,Water & Sanitation,West Bengal,631.3,649.2,70,7,3.9,0.0,17,2,0,0,0,0,6.0,5,5-month delay,Milestone slippage
HIST-00540,Urban Transit,West Bengal,66.1,67.5,67,18,24.0,27.5,16,1,0,1,0,0,1.2,0,Delivered within plan,Pending clearance
HIST-00541,Urban Transit,Uttar Pradesh,121.6,124.0,36,20,57.4,51.1,7,1,0,0,0,0,-2.2,1,1-month delay,No material delay
HIST-00542,Ports,Telangana,470.6,474.7,55,70,100.0,95.7,11,1,0,0,0,0,-3.8,3,3-month delay,No material delay
HIST-00543,Power,Rajasthan,186.0,193.8,35,71,100.0,89.5,10,0,0,0,0,0,1.5,0,Delivered within plan,No material delay
HIST-00544,Roads,Telangana,107.1,111.6,44,63,93.7,95.5,13,0,0,1,0,0,5.0,5,5-month delay,Pending clearance
HIST-00545,Urban Transit,Madhya Pradesh,122.6,127.8,30,69,100.0,100.0,5,0,0,0,1,0,-1.3,1,1-month delay,Funding release
HIST-00546,Urban Transit,Kerala,139.1,148.1,35,63,96.8,87.8,9,0,1,0,0,1,-3.1,6,6-month delay,Land acquisition
HIST-00547,Water & Sanitation,Uttar Pradesh,127.1,132.3,30,53,100.0,100.0,9,0,0,0,0,0,2.7,0,Delivered within plan,No material delay
HIST-00548,Water & Sanitation,Jharkhand,154.3,173.7,27,40,90.1,100.0,6,0,1,1,0,0,7.8,0,Delivered within plan,Land acquisition
HIST-00549,Roads,Gujarat,547.1,631.4,60,76,95.9,73.9,14,3,1,0,0,0,10.4,0,Delivered within plan,Land acquisition
HIST-00550,Railways,Bihar,175.2,185.0,33,74,92.6,90.4,11,0,0,0,0,0,1.9,3,3-month delay,No material delay
HIST-00551,Industrial Corridors,Bihar,293.9,310.0,60,14,26.6,31.8,12,1,0,0,0,1,8.9,5,5-month delay,No material delay
HIST-00552,Water & Sanitation,Tamil Nadu,415.5,432.4,40,44,100.0,97.8,14,1,0,0,0,0,3.4,4,4-month delay,No material delay
HIST-00553,Water & Sanitation,Karnataka,206.9,223.4,47,40,100.0,91.4,12,2,0,0,0,1,9.0,0,Delivered within plan,Milestone slippage
HIST-00554,Railways,Haryana,370.6,431.0,83,38,49.9,40.7,24,2,0,0,1,1,-5.4,4,4-month delay,Milestone slippage
HIST-00555,Water & Sanitation,Andhra Pradesh,55.4,56.0,22,7,28.9,21.6,4,0,0,0,0,0,-8.0,0,Delivered within plan,No material delay
HIST-00556,Railways,Maharashtra,566.8,655.6,46,62,100.0,100.0,14,2,1,1,1,0,10.2,1,1-month delay,Land acquisition
HIST-00557,Ports,West Bengal,100.1,104.9,32,37,99.8,100.0,9,1,0,1,0,0,-5.5,0,Delivered within plan,Pending clearance
HIST-00558,Industrial Corridors,West Bengal,63.8,66.5,48,33,66.6,53.6,13,0,0,1,0,1,-5.8,0,Delivered within plan,Pending clearance
HIST-00559,Industrial Corridors,Tamil Nadu,300.4,304.1,18,48,98.1,91.9,4,0,0,1,0,0,5.1,1,1-month delay,Pending clearance
HIST-00560,Railways,Bihar,279.0,307.0,27,17,62.9,60.4,5,2,1,0,0,0,11.7,10,10-month delay,Land acquisition
HIST-00561,Power,Rajasthan,488.9,501.6,70,35,46.8,36.4,19,1,0,0,0,0,6.7,0,Delivered within plan,No material delay
HIST-00562,Roads,Bihar,57.2,64.3,39,34,96.1,95.2,9,1,1,1,0,0,14.2,2,2-month delay,Land acquisition
HIST-00563,Urban Transit,West Bengal,90.3,91.5,25,48,95.6,100.0,5,0,0,0,0,0,0.4,0,Delivered within plan,No material delay
HIST-00564,Railways,Gujarat,395.8,427.7,52,33,68.1,57.2,10,0,1,0,0,0,3.2,8,8-month delay,Land acquisition
HIST-00565,Industrial Corridors,Haryana,222.5,235.3,72,58,80.7,71.0,19,0,1,0,0,0,1.6,0,Delivered within plan,Land acquisition
HIST-00566,Railways,Uttar Pradesh,566.6,582.0,12,8,43.5,29.5,4,0,1,0,0,0,0.6,0,Delivered within plan,Land acquisition
HIST-00567,Water & Sanitation,Odisha,382.4,396.9,38,20,49.3,47.8,12,0,0,0,0,0,4.5,1,1-month delay,No material delay
HIST-00568,Water & Sanitation,Jharkhand,906.2,1029.2,37,16,33.3,39.9,9,2,0,0,1,1,-1.1,0,Delivered within plan,Milestone slippage
HIST-00569,Power,Telangana,211.1,221.0,18,41,98.3,86.1,7,2,0,0,0,0,12.7,3,3-month delay,Milestone slippage
HIST-00570,Water & Sanitation,Karnataka,431.4,446.4,18,9,43.5,43.7,4,0,0,0,0,0,-1.7,0,Delivered within plan,No material delay
HIST-00571,Power,Madhya Pradesh,756.3,795.8,55,48,70.8,74.3,14,0,1,0,0,0,-3.4,0,Delivered within plan,Land acquisition
HIST-00572,Urban Transit,Jharkhand,41.8,42.1,97,57,52.1,54.7,25,1,0,1,0,0,-1.9,2,2-month delay,Pending clearance
HIST-00573,Roads,Tamil Nadu,25.0,28.2,28,64,91.9,88.6,7,1,1,1,1,0,-0.1,6,6-month delay,Land acquisition
HIST-00574,Railways,Rajasthan,518.7,531.5,36,27,78.0,81.5,8,0,1,0,0,0,-1.4,6,6-month delay,Land acquisition
HIST-00575,Urban Transit,Uttar Pradesh,361.6,383.8,54,8,15.9,16.2,14,3,0,0,0,0,16.1,7,7-month delay,Milestone slippage
HIST-00576,Power,Jharkhand,268.7,280.5,37,36,100.0,88.8,12,0,1,0,0,0,1.4,0,Delivered within plan,Land acquisition
HIST-00577,Ports,Andhra Pradesh,119.7,132.1,12,10,72.8,60.6,4,1,1,0,0,0,1.0,1,1-month delay,Land acquisition
HIST-00578,Power,Karnataka,341.8,351.6,55,74,100.0,94.4,17,0,0,0,0,0,-1.3,0,Delivered within plan,No material delay
HIST-00579,Railways,Uttar Pradesh,394.6,461.3,39,71,100.0,100.0,7,1,1,1,1,0,4.4,9,9-month delay,Land acquisition
HIST-00580,Industrial Corridors,Telangana,1124.5,1154.4,50,49,93.4,100.0,15,1,0,1,0,0,11.8,0,Delivered within plan,Pending clearance
